Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707084000.0 250399.18 365 NA NA NA NA NA 478 NA NA NA NA NA 880 NA NA NA NA NA 745 NA NA NA NA NA
1707084000.0 250400.0 459 0 200 NA NA NA 604 0 292 NA NA NA 837 213 602 NA NA NA 823 363 842 NA NA NA
1707084000.0 250400.18 542 0 206 NA NA NA 714 0 283 NA NA NA 1004 242 611 NA NA NA 894 439 799 NA NA NA
1707084000.0 250402.1 306 450 0 NA NA NA 405 600 0 NA NA NA 615 934 237 NA NA NA 585 864 425 NA NA NA
1707084000.0 250402.17 539 0 206 NA NA NA 699 0 284 NA NA NA 1037 251 629 NA NA NA 891 331 764 NA NA NA
1707084000.0 250402.171 339 533 0 NA NA NA 497 710 0 NA NA NA 817 1060 264 NA NA NA 655 1062 408 NA NA NA
1707084000.0 250403.17 537 0 200 NA NA NA 702 0 291 NA NA NA 982 244 609 NA NA NA 884 450 780 NA NA NA
1707084000.0 250405.0 455 0 202 NA NA NA 615 0 300 NA NA NA 844 219 596 NA NA NA 845 531 831 NA NA NA
1707084000.0 250405.17 505 0 210 NA NA NA 702 0 287 NA NA NA 1090 242 627 NA NA NA 1221 291 764 NA NA NA
1707084000.0 250407.0 391 0 198 NA NA NA 533 0 291 NA NA NA 764 184 581 NA NA NA 842 242 868 NA NA NA
1707084000.0 250407.17 459 0 205 NA NA NA 599 0 296 NA NA NA 886 216 595 NA NA NA 902 370 802 NA NA NA
1707084000.0 25202.15 NA 429 645 0 184 NA NA 606 926 0 276 NA NA 1571 2954 372 491 NA NA 982 2725 424 617 NA
1707084000.0 25206.0 NA 431 666 0 168 NA NA 583 910 0 253 NA NA 1549 2755 374 406 NA NA 1212 2864 436 560 NA
1707084000.0 25212.0 162 409 633 0 NA NA 268 571 855 0 NA NA 7375 1440 2496 366 NA NA 2781 840 2340 481 NA NA
1707084000.0 25234.911 189 620 582 0 205 NA 278 806 755 0 303 NA 8238 5005 5200 1448 677 NA 3982 3090 3276 1556 964 NA
1707084000.0 25406.18 635 0 201 NA NA NA 870 0 274 NA NA NA 2663 259 618 NA NA NA 1900 306 1071 NA NA NA
1707084000.0 27634.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
